position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website
1,0:10:42,6M,Daibhidh Kinnaird,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
2,0:11:18,34M,,M,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
3,0:11:33,9M,Connor Campbell,M,U15,9,Garscube Harriers,https://www.garscubeharriers.org.uk/
4,0:11:37,6M,John Frood,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
5,0:11:42,6M,Euan Reid,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
6,0:11:50,1M,BEN BAILLIE,M,U15,1,East Kilbride AC,http://www.ekac.org.uk/
7,0:11:54,6M,Angus Oneill,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
8,0:12:08,37M,,M,U15,37,Law & District AAC,http://www.lawaac.co.uk/
9,0:12:12,32M,Angus Ritchie,M,U15,32,Helensburgh AAC,https://www.helensburghaac.com/
10,0:12:15,54M,Jamie Turner,M,U15,54,VP-Glasgow,https://www.vp-glasgow.com
11,0:12:17,1M,EUAN THORPE,M,U15,1,East Kilbride AC,http://www.ekac.org.uk/
12,0:12:34,1M,BRIAN HESLOP,M,U15,1,East Kilbride AC,http://www.ekac.org.uk/
13,0:12:38,48M,,M,U15,48,Springburn Harriers,https://www.springburnharriers.co.uk/
14,0:12:39,34M,,M,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
15,0:12:41,1F,MATILDA FREW,F,U15,1,East Kilbride AC,http://www.ekac.org.uk/
16,0:12:48,34M,,M,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
17,0:12:56,11F,,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/
18,0:13:03,6M,Rory Barclay,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
19,0:13:14,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
20,0:13:18,34F,,F,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
21,0:13:20,54M,Gerard Gontor,M,U15,54,VP-Glasgow,https://www.vp-glasgow.com
22,0:13:20,11F,,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/
23,0:13:22,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/
24,0:13:30,6M,Jack Gillon,M,U15,6,Cambuslang Harriers,https://cambuslangharriers.org/
25,0:13:32,14M,Finn Love,M,U15,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
26,0:13:34,11M,,M,U15,11,Airdrie Harriers,http://airdrieharriers.org/
27,0:13:36,14M,Lucan Marshall-Watt,M,U15,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
28,0:13:45,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
29,0:13:47,32M,James McPherson,M,U15,32,Helensburgh AAC,https://www.helensburghaac.com/
30,0:13:48,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/
31,0:13:58,32M,Ruaraidh Wightwick,M,U15,32,Helensburgh AAC,https://www.helensburghaac.com/
32,0:14:03,48F,,F,U15,48,Springburn Harriers,https://www.springburnharriers.co.uk/
33,0:14:10,34F,,F,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
34,0:14:12,10F,,F,U15,10,Shettleston Harriers,http://shettlestonharriers.org.uk/
35,0:14:14,1F,EVA MORRISON,F,U15,1,East Kilbride AC,http://www.ekac.org.uk/
36,0:14:36,7M,,M,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
37,0:14:40,34M,,M,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/
38,0:14:45,54F,Eve Morrison,F,U15,54,VP-Glasgow,https://www.vp-glasgow.com
39,0:14:45,10M,,M,U15,10,Shettleston Harriers,http://shettlestonharriers.org.uk/
40,0:14:49,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/
41,0:14:49,11F,,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/
42,0:15:18,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/
43,0:15:27,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/
44,0:15:45,2F,,F,U15,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
45,0:15:46,4F,Molly Farish,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/
46,0:15:48,14F,Laurie McAlpine,F,U15,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/
47,0:15:49,4F,Lucy Neilson,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/
48,0:15:56,2F,,F,U15,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/
49,0:16:01,57M,,M,U15,57,Whitemoss AAC,https://whitemossaac.co.uk/
50,0:16:11,48F,,F,U15,48,Springburn Harriers,https://www.springburnharriers.co.uk/
51,0:16:33,11F,,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/
52,0:16:41,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/
53,0:16:55,57F,,F,U15,57,Whitemoss AAC,https://whitemossaac.co.uk/
