position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
1,0:11:00,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,7
2,0:11:07,4F,Grace Barry,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/,9
3,0:11:08,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/,10
4,0:11:40,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,18
5,0:11:45,44F,,F,U15,44,North Ayrshire AAC,https://naathletics.co.uk/,20
6,0:11:54,14F,Willow Challis,F,U15,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,22
7,0:12:04,54F,Freya Matheson,F,U15,54,VP-Glasgow,https://www.vp-glasgow.com,23
8,0:12:08,44F,,F,U15,44,North Ayrshire AAC,https://naathletics.co.uk/,25
9,0:12:33,1F,SKYE CHRISTIE,F,U15,1,East Kilbride AC,http://www.ekac.org.uk/,27
10,0:12:44,32F,Zoe McPherson,F,U15,32,Helensburgh AAC,https://www.helensburghaac.com/,29
11,0:12:46,11F,Kady Wood,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/,30
12,0:12:55,44F,,F,U15,44,North Ayrshire AAC,https://naathletics.co.uk/,32
13,0:12:56,4F,Cara McDougall,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/,33
14,0:13:10,48F,Louisa Fraser-Moodie,F,U15,48,Springburn Harriers,https://www.springburnharriers.co.uk/,35
15,0:13:18,4F,Molly Farish,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/,36
16,0:13:24,54F,Mora McArdle,F,U15,54,VP-Glasgow,https://www.vp-glasgow.com,37
17,0:13:32,4F,Lucy Neilson,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/,38
18,0:13:37,2F,Ellie Alexander,F,U15,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,39
19,0:13:41,34F,,F,U15,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/,40
20,0:13:51,54F,Sophie Friel,F,U15,54,VP-Glasgow,https://www.vp-glasgow.com,41
21,0:14:05,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/,42
22,0:14:17,57F,Martha Cathie,F,U15,57,Whitemoss AAC,https://whitemossaac.co.uk/,44
23,0:14:28,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/,45
24,0:14:48,37F,,F,U15,37,Law & District AAC,http://www.lawaac.co.uk/,46
25,0:14:52,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,47
26,0:15:23,4F,Pearl Paterson,F,U15,4,Inverclyde AC,https://www.inverclydeac.org/,48
27,0:15:24,40F,Amelie Hill,F,U15,40,Motherwell AC,https://motherwellac.com/,49
28,0:15:43,7F,,F,U15,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,51
29,0:15:53,48F,Grace Humphris,F,U15,48,Springburn Harriers,https://www.springburnharriers.co.uk/,52
30,0:16:15,11F,Leah Patterson,F,U15,11,Airdrie Harriers,http://airdrieharriers.org/,53
31,0:17:26,17F,,F,U15,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,55
