position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
1,0:31:35,32F,Claire Heasman,F,MASTER,32,Helensburgh AAC,https://www.helensburghaac.com/,36
2,0:33:33,6F,Natalie Brohan,F,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,55
3,0:33:44,6F,Kirsty O’Brien,F,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,62
4,0:33:50,1F,KELLY BAILLIE,F,MASTER,1,East Kilbride AC,http://www.ekac.org.uk/,63
5,0:33:55,48F,Ruth Fraser-Moodie,F,MASTER,48,Springburn Harriers,https://www.springburnharriers.co.uk/,64
6,0:34:23,37F,Elaine Boyle,F,MASTER,37,Law & District AAC,http://www.lawaac.co.uk/,69
7,0:34:49,56F,Karen Patel,F,MASTER,56,West End RR,https://www.westendroadrunners.co.uk/,73
8,0:36:38,53F,Caroline Millar,F,MASTER,53,Troon Tortoises,http://troontortoises.co.uk,90
9,0:36:40,37F,Lesley Graham,F,MASTER,37,Law & District AAC,http://www.lawaac.co.uk/,91
10,0:36:51,36F,Julie Hill,F,MASTER,36,Larkhall YMCA,https://www.larkhallymcaharriers.org,95
11,0:37:42,8F,Marianne Wilson,F,MASTER,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,106
12,0:38:07,11F,Emma Higgins,F,MASTER,11,Airdrie Harriers,http://airdrieharriers.org/,112
13,0:38:10,42F,Joanne Thorburn,F,MASTER,42,Newton Road Runners,https://www.newton-roadrunners.com/,113
14,0:38:58,6F,Erica Christie,F,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,119
15,0:39:17,30F,Lynne Harrison,F,MASTER,30,Greenock Glenpark Harriers,https://greenockglenparkharriers.com/,122
16,0:39:37,3F,Anne Campbell,F,MASTER,3,Bellahouston RR,https://www.bellahoustonroadrunners.co.uk/,124
17,0:39:46,3F,Pauline Wright,F,MASTER,3,Bellahouston RR,https://www.bellahoustonroadrunners.co.uk/,127
18,0:40:12,30F,Marianne McKay,F,MASTER,30,Greenock Glenpark Harriers,https://greenockglenparkharriers.com/,130
19,0:40:50,7F,Gillian Gallagher,F,MASTER,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,133
20,0:41:28,2F,Kirsty McNulty,F,MASTER,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,139
21,0:41:34,8F,Stephanie Rudd,F,MASTER,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,140
22,0:41:42,53F,Anne Noble,F,MASTER,53,Troon Tortoises,http://troontortoises.co.uk,141
23,0:41:53,14F,Vikki Stewart,F,MASTER,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,142
24,0:43:01,4F,Faye Currie,F,MASTER,4,Inverclyde AC,https://www.inverclydeac.org/,144
25,0:44:46,30F,Sarah Jane Whalen,F,MASTER,30,Greenock Glenpark Harriers,https://greenockglenparkharriers.com/,149
26,0:45:00,8F,Kathryn Burningham,F,MASTER,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,150
27,0:48:22,3F,Terry Nimmo,F,MASTER,3,Bellahouston RR,https://www.bellahoustonroadrunners.co.uk/,151
28,0:53:36,30F,Charlotte McKay,F,MASTER,30,Greenock Glenpark Harriers,https://greenockglenparkharriers.com/,152
29,0:57:47,30F,Doris Heron,F,MASTER,30,Greenock Glenpark Harriers,https://greenockglenparkharriers.com/,153
